CONM,year,mcap,revt,PERMNO,GVKEY,TIC,SIC,CIK
PPL CORP,2019,10.41401055378393,7769.0,22517,8455.0,PPL,4911,922224.0
3M CO,2019,11.00625418075558,32136.0,22592,7435.0,MMM,2670,66740.0
MERCK & CO,2019,11.364658373442376,46840.0,22752,7257.0,MRK,2834,310158.0
MOTOROLA SOLUTIONS INC,2019,10.44105198297823,7887.0,22779,7585.0,MSI,3663,68505.0
FIRSTENERGY CORP,2019,10.41928088232418,11035.0,23026,8099.0,FE,4911,1031296.0
CHESAPEAKE UTILITIES CORP,2019,9.196451248763694,479.604,23182,2986.0,CPK,4923,19745.0
CMS ENERGY CORP,2019,10.251312834644652,6845.0,23229,3439.0,CMS,4931,811156.0
BRINKER INTL INC,2019,9.19578400956601,3217.9,23297,3007.0,EAT,5812,703351.0
CHURCH & DWIGHT INC,2019,10.237080461839817,4357.7,23393,3026.0,CHD,2840,313927.0
CINCINNATI FINANCIAL CORP,2019,10.23373036133085,7924.0,23473,14824.0,CINF,6331,20286.0
WEC ENERGY GROUP INC,2019,10.463783465509998,7523.1,23536,11550.0,WEC,4931,783325.0
TEXTRON INC,2019,10.007770379496757,13630.0,23579,10519.0,TXT,3721,217346.0
CINTAS CORP,2019,10.445873694205655,7085.12,23660,3062.0,CTAS,7200,723254.0
PUBLIC SERVICE ENTRP GRP INC,2019,10.47513518377323,10076.0,23712,8810.0,PEG,4931,788784.0
CITIZENS INC,2019,8.548344880700885,245.045,23799,16775.0,CIA,6311,24090.0
HALLIBURTON CO,2019,10.332031524869596,22408.0,23819,5439.0,HAL,1389,45012.0
MDU RESOURCES GROUP INC,2019,9.774765693404468,5336.776,23835,6867.0,MDU,4932,67716.0
XCEL ENERGY INC,2019,10.52248311103409,11529.0,23931,7977.0,XEL,4931,72903.0
ENTERGY CORP,2019,10.377532440635203,10878.673,24010,7366.0,ETR,4911,65984.0
EVERGY INC,2019,10.171264313593126,5147.8,24053,6338.0,EVRG,4931,1711269.0
AMERICAN ELECTRIC POWER CO,2019,10.66916251138514,15561.4,24109,1440.0,AEP,4911,4904.0
NEXTERA ENERGY INC,2019,11.073212280871518,19204.0,24205,4517.0,NEE,4911,753308.0
ALLETE INC,2019,9.622617196872657,1240.5,24248,7437.0,ALE,4931,66756.0
ASHLAND GLOBAL HOLDINGS INC,2019,9.663630155059137,2493.0,24272,1794.0,ASH,2820,1674862.0
EQT CORP,2019,9.445060403342728,4416.484,24328,4430.0,EQT,4923,33213.0
OGE ENERGY CORP,2019,9.949479136196755,2231.6,24440,8113.0,OGE,4931,1021635.0
COEUR MINING INC,2019,9.288567972858576,711.502,24441,3153.0,CDE,1040,215466.0
PITNEY BOWES INC,2019,8.837914945318925,3205.125,24459,8606.0,PBI,3579,78814.0
HOWMET AEROSPACE INC,2019,10.12455621218444,14192.0,24643,28192.0,HWM,3728,4281.0
NORTHROP GRUMMAN CORP,2019,10.763205517986458,33841.0,24766,7985.0,NOC,3812,1133421.0
AVISTA CORP,2019,9.50624571772639,1345.622,24969,11304.0,AVA,4931,104918.0
AMEREN CORP,2019,10.276349286647411,5910.0,24985,10860.0,AEE,4931,1002910.0
COMERICA INC,2019,10.01464860314535,3817.0,25081,3231.0,CMA,6020,28412.0
COMMERCE BANCSHARES INC,2019,9.882698619289156,1439.114,25129,3238.0,CBSH,6020,22356.0
ONEOK INC,2019,10.494963159068812,10164.367,25232,8151.0,OKE,4923,1039684.0
HARSCO CORP,2019,9.25738336545939,1503.742,25304,5496.0,HSC,3390,45876.0
CAMPBELL SOUP CO,2019,10.17341326930762,8107.0,25320,2663.0,CPB,2030,16732.0
WHIRLPOOL CORP,2019,9.969597420696028,20419.0,25419,11465.0,WHR,3630,106640.0
AVIS BUDGET GROUP INC,2019,9.37762675286403,9172.0,25487,3278.0,CAR,7510,723612.0
L3HARRIS TECHNOLOGIES INC,2019,10.640899942346964,6801.0,25582,5492.0,LHX,3812,202058.0
NATIONAL FUEL GAS CO,2019,9.603962965972205,1693.332,25590,7733.0,NFG,4924,70145.0
FORD MOTOR CO,2019,10.558883914520374,155900.0,25785,4839.0,F,3711,37996.0
DOVER CORP,2019,10.223842593340557,7136.397,25953,4058.0,DOV,3585,29905.0
COMPUTER TASK GROUP INC,2019,7.881853852165443,394.17,26084,3342.0,CTG,7370,23111.0
COMTECH TELECOMMUN,2019,8.9369437073016,671.797,26201,3358.0,CMTL,3663,23197.0
DISNEY (WALT) CO,2019,11.416109083011294,69570.0,26403,3980.0,DIS,4888,1744489.0
LOEWS CORP,2019,10.19347448508565,14701.0,26710,6781.0,L,6331,60086.0
KELLOGG CO,2019,10.372729064637223,13578.0,26825,6375.0,K,2040,55067.0
ANIXA BIOSCIENCES INC,2019,7.824053944742345,0.25,27167,12717.0,ANIX,2836,715446.0
CARLISLE COS INC,2019,9.962462072504136,4811.6,27334,2771.0,CSL,2950,790051.0
CLEVELAND-CLIFFS INC,2019,9.355778143046331,1989.9,27422,3107.0,CLF,1000,764065.0
CRACKER BARREL OLD CTRY STOR,2019,9.56665419406276,3071.951,27562,3570.0,CBRL,5812,1067294.0
MAYS (J.W.) INC,2019,7.8266738453921745,20.478,27617,7138.0,MAYS,6512,54187.0
CRAWFORD & CO,2019,8.3623962293281,1047.627,27618,3581.0,CRD.A,6411,25475.0
RYDER SYSTEM INC,2019,9.461541822013928,8925.801,27633,9299.0,R,7510,85961.0
AVNET INC,2019,9.624938875294486,19518.592,27684,1919.0,AVT,5065,8858.0
HP INC,2019,10.475133330284738,58756.0,27828,5606.0,HPQ,3570,47217.0
BAXTER INTERNATIONAL INC,2019,10.630353547555345,11362.0,27887,2086.0,BAX,2834,10456.0
CULLEN/FROST BANKERS INC,2019,9.78658148182933,1490.987,27888,3643.0,CFR,6020,39263.0
CULP INC,2019,8.228018874488894,256.166,27909,3647.0,CULP,2211,723603.0
DUKE ENERGY CORP,2019,10.825017841206732,25079.0,27959,4093.0,DUK,4931,1326160.0
XEROX HOLDINGS CORP,2019,9.901504721402784,9066.0,27983,11636.0,XRX,3577,1770450.0
PINNACLE WEST CAPITAL CORP,2019,10.004713404695918,3471.209,27991,1075.0,PNW,4911,764622.0
NACCO INDUSTRIES  -CL A,2019,8.405003947207657,140.99,28118,7938.0,NC,1221,789933.0
AIR PRODUCTS & CHEMICALS INC,2019,10.7144304184193,8918.9,28222,1209.0,APD,2810,2969.0
MURPHY OIL CORP,2019,9.624670208451043,2816.255,28345,7620.0,MUR,1311,717423.0
HESS CORP,2019,10.308722477801895,6495.0,28484,1380.0,HES,1311,4447.0
CTS CORP,2019,8.990510238508776,468.999,28564,2577.0,CTS,3670,26058.0
DATA I/O CORP,2019,7.542584083817993,21.568,28629,3761.0,DAIO,3825,351998.0
ALASKA AIR GROUP INC,2019,9.921086201329498,8781.0,28804,1230.0,ALK,4512,766421.0
ARROW ELECTRONICS INC,2019,9.83897421623893,28916.847,29209,1773.0,ARW,5065,7536.0
APPLIED INDUSTRIAL TECH INC,2019,9.411277630023672,3472.739,29612,2101.0,AIT,5080,109563.0
BROWN FORMAN CORP,2019,10.025739043505626,3363.0,29938,2435.0,BF.B,2085,14693.0
CHICAGO RIVET & MACHINE CO,2019,7.396549697086478,32.873,30509,2999.0,CVR,3452,19871.0
COHU INC,2019,8.975834091334796,583.329,30648,3158.0,COHU,3825,21535.0
COMMERCIAL METALS,2019,9.421987959587396,5829.002,30680,3246.0,CMC,3312,22444.0
OMNICOM GROUP,2019,10.246514500695834,14953.7,30681,4066.0,OMC,7311,29989.0
FLOWSERVE CORP,2019,9.813774556706369,3944.85,30940,4108.0,FLS,3561,30625.0
DYNATRONICS CORP,2019,6.90185380152916,62.565,31051,4124.0,DYNT,3845,720875.0
EASTERN CO,2019,8.279980986879545,251.743,31480,4186.0,EML,3420,31107.0
EDUCATIONAL DEVELOPMENT CORP,2019,7.714646896882122,113.012,31668,4225.0,EDUC,5190,31667.0
ESPEY MFG & ELECTRONICS CORP,2019,7.715026754217818,36.478,31691,4450.0,ESP,3679,33533.0
ELECTRO-SENSORS INC,2019,7.090874306608027,8.258,32062,4275.0,ELSE,3823,351789.0
HECLA MINING CO,2019,9.22527841469972,673.266,32651,5560.0,HL,1040,719413.0
HEICO CORP,2019,9.791018231674288,2055.647,32678,5567.0,HEI,3724,46619.0
HELMERICH & PAYNE,2019,9.692560279320055,2787.33,32707,5581.0,HP,1381,46765.0
HOLLYFRONTIER CORP,2019,9.912970232139848,17486.578,32803,5667.0,HFC,2911,48039.0
HORMEL FOODS CORP,2019,10.382413062329324,9497.317,32870,5709.0,HRL,2011,48465.0
HUBBELL INC,2019,9.90522034567415,4591.0,32942,5764.0,HUBB,3640,48898.0
ATMOS ENERGY CORP,2019,10.135955654210932,2901.848,32986,4383.0,ATO,4924,731802.0
ENZO BIOCHEM INC,2019,8.09717019905081,81.17,33209,4418.0,ENZ,8071,316253.0
ESCALADE INC,2019,8.145300381858597,180.541,33532,4448.0,ESCA,3949,33488.0
KINGSTONE COS INC,2019,7.922604803878884,145.563,33770,4485.0,KINS,6331,33992.0
DMC GLOBAL INC,2019,8.818559617692207,397.55,33823,4497.0,BOOM,3533,34067.0
LGL GROUP INC,2019,7.867879783458379,31.897,33849,6848.0,LGL,3679,61004.0
MASCO CORP,2019,10.134621983655355,6707.0,34032,7085.0,MAS,3430,62996.0
FARMER BROTHERS CO,2019,8.412772287517368,595.942,34367,4579.0,FARM,2090,34563.0
NATIONAL PRESTO INDS INC,2019,8.791315007811196,308.51,34497,7762.0,NPK,3480,80172.0
CALADRIUS BIOSCIENCES INC,2019,7.422060847167477,0.0,34666,4632.0,CLBS,2836,320017.0
NEWPARK RESOURCES,2019,8.750127761448008,820.119,34673,7882.0,NR,5160,71829.0
FIFTH THIRD BANCORP,2019,10.338298641509402,8900.0,34746,4640.0,FITB,6020,35527.0
NUCOR CORP,2019,10.23210477073622,22588.858,34817,8030.0,NUE,3312,73309.0
OCCIDENTAL PETROLEUM CORP,2019,10.566008213302313,20393.0,34833,8068.0,OXY,1311,797468.0
NETWORK-1 TECHNOLOGIES INC,2019,7.72115777655951,3.037,34936,115831.0,NTIP,6794,1065078.0
OXFORD INDUSTRIES INC,2019,9.108956118500284,1137.647,34948,8219.0,OXM,2300,75288.0
REGIONS FINANCIAL CORP,2019,10.21888209981968,6755.0,35044,4674.0,RF,6020,1281761.0
PARK AEROSPACE CORP,2019,8.52352257841682,60.014,35107,8348.0,PKE,3672,76267.0
TRUSTMARK CORP,2019,9.34547998736034,697.537,35263,4685.0,TRMK,6020,36146.0
M & T BANK CORP,2019,10.350252089825846,6941.272,35554,4699.0,MTB,6020,36270.0
FIRST FINL BANCORP INC/OH,2019,9.398913653931697,738.951,35685,17195.0,FFBC,6020,708955.0
ROGERS CORP,2019,9.36482959733785,898.26,35991,9216.0,ROG,3672,84748.0
ROLLINS INC,2019,10.035748906173374,2015.477,36003,9225.0,ROL,7340,84839.0
SEABOARD CORP,2019,9.694771034156572,6840.0,36281,9538.0,SEB,9997,88121.0
1ST SOURCE CORP,2019,9.121693401208256,384.007,36346,15199.0,SRCE,6020,34782.0
FIRST HORIZON NATIONAL CORP,2019,9.712072008913172,2278.362,36397,4737.0,FHN,6020,36966.0
SHERWIN-WILLIAMS CO,2019,10.731314662365378,17900.8,36468,9667.0,SHW,2851,89800.0
FLEXSTEEL INDUSTRIES INC,2019,8.19965646274415,443.588,36768,4771.0,FLXS,2510,37472.0
STEPAN CO,2019,9.36274858707089,1858.745,36898,10056.0,SCL,2840,94049.0
FONAR CORP,2019,8.103603386349224,87.193,37154,4826.0,FONR,8071,355019.0
FORWARD INDUSTRIES INC,2019,6.974910342188573,37.409,37381,62262.0,FORD,3100,38264.0
FOSTER (LB) CO,2019,8.305304841545489,655.057,37402,4860.0,FSTR,5051,352825.0
FRANKLIN ELECTRIC CO INC,2019,9.424739915955666,1314.578,37568,4881.0,FELE,3621,38725.0
FRANKLIN RESOURCES INC,2019,10.112882402968422,5774.5,37584,4885.0,BEN,6282,38777.0
FULLER (H. B.) CO,2019,9.419814000043424,2897.0,37875,4926.0,FUL,2891,39368.0
WEYCO GROUP INC,2019,8.41687481338524,304.011,38033,11455.0,WEYS,5130,106532.0
ARTHUR J GALLAGHER & CO,2019,10.249506176277537,7195.0,38093,4973.0,AJG,6411,354190.0
WILLIAMS COS INC,2019,10.458634862277815,8201.0,38156,11506.0,WMB,4922,107263.0
SPECTRUM BRND HLDG INC,2019,9.496776782710027,3802.1,38295,11670.0,SPB,3420,109177.0
GENTEX CORP,2019,9.86225284785408,1858.897,38659,5116.0,GNTX,3714,355811.0
WELLS FARGO & CO,2019,11.357056826526629,102453.0,38703,8007.0,WFC,6020,72971.0
AMREP CORP,2019,7.687165499984024,18.783,38746,1618.0,AXR,6552,6207.0
NISOURCE INC,2019,10.017010995943306,5208.9,38762,7974.0,NI,4932,1111711.0
SKYLINE CHAMPION CORP,2019,9.2543741553214,1369.73,38850,33652.0,SKY,2451,90896.0
STANDARD MOTOR PRODS,2019,9.077407269841752,1137.913,39220,10000.0,SMP,3690,93389.0
APACHE CORP,2019,9.98329971021094,6280.0,39490,1678.0,APA,1311,6769.0
MATTEL INC,2019,9.672018384014596,4510.371,39538,7116.0,MAT,3942,63276.0
GRACO INC,2019,9.93814731313546,1646.045,39571,5252.0,GGG,3561,42888.0
BECTON DICKINSON & CO,2019,10.8666240449641,17290.0,39642,2111.0,BDX,3841,10795.0
BARNES GROUP INC,2019,9.49723927539164,1491.118,39693,2049.0,B,3490,9984.0
GRAY TELEVISION INC,2019,8.135849424956207,2122.0,39731,5284.0,GTN,4833,43196.0
DXC TECHNOLOGY CO,2019,9.983308898086769,19577.0,40125,3336.0,DXC,7370,1688568.0
INTL FLAVORS & FRAGRANCES,2019,10.139151021250257,5140.084,40272,6078.0,IFF,2860,51253.0
DIEBOLD NIXDORF INC,2019,8.908991207647476,4408.7,40440,3946.0,DBD,3578,28823.0
TJX COS INC (THE),2019,10.866088847979231,41716.977,40539,11672.0,TJX,5651,109198.0
CUMMINS INC,2019,10.438026099786324,23571.0,41080,3650.0,CMI,3510,26172.0
HAWAIIAN ELECTRIC INDS,2019,9.708121191343327,2874.601,41187,5526.0,HE,4911,354707.0
ALLIED MOTION TECHNOLOGIES,2019,8.667967730276938,371.084,41188,5520.0,AMOT,3621,46129.0
HAWKINS INC,2019,8.684048058771529,540.198,41241,5530.0,HWKN,5160,46250.0
HEALTHCARE SERVICES GROUP,2019,9.256068868953497,1840.778,41292,5539.0,HCSG,7340,731012.0
PARKER-HANNIFIN CORP,2019,10.422272416194447,14320.324,41355,8358.0,PH,3490,76334.0
WEIS MARKETS INC,2019,9.037067766017849,3543.299,42059,11343.0,WMK,5411,105418.0
PERKINELMER INC,2019,10.032937197872522,2883.673,42200,4145.0,PKI,3826,31791.0
WOLVERINE WORLD WIDE,2019,9.43596474184389,2273.7,42286,11566.0,WWW,3140,110471.0
BARNWELL INDUSTRIES,2019,6.93071017990402,12.013,42358,2052.0,BRN,1311,10048.0
HNI CORP,2019,9.205255003414594,2246.947,42439,5690.0,HNI,2522,48287.0
NEWMARKET CORP,2019,9.735891962992016,2190.295,42550,4462.0,NEU,2860,1282637.0
SMUCKER (JM) CO,2019,10.074694004986217,7801.0,42585,9777.0,SJM,2033,91419.0
MOOG INC  -CL A,2019,8.563439766123263,2904.663,42614,7549.0,MOG.A,3728,67887.0
HUNT (JB) TRANSPRT SVCS INC,2019,10.09354614663189,9165.258,42877,5783.0,JBHT,4213,728535.0
HUNTINGTON BANCSHARES,2019,10.186658199838844,5640.0,42906,5786.0,HBAN,6020,49196.0
HURCO COS INC,2019,8.41446726718377,263.377,42922,5788.0,HURC,3823,315374.0
ALLEGHENY TECHNOLOGIES INC,2019,9.415793739960373,4122.5,43123,10405.0,ATI,3350,1018963.0
SYNALLOY CORP,2019,8.067190744964696,305.168,43334,10236.0,SYNL,3317,95953.0
STANLEY BLACK & DECKER INC,2019,10.40130523370894,14442.2,43350,10016.0,SWK,3540,93556.0
MCDONALD'S CORP,2019,11.172657529013746,21076.5,43449,7154.0,MCD,5812,63908.0
STANDEX INTERNATIONAL CORP,2019,8.99513467800961,791.579,43481,10008.0,SXI,3585,310354.0
VF CORP,2019,10.59990067090083,10474.304,43553,11060.0,VFC,2320,103379.0
KENNAMETAL INC,2019,9.48523785999125,2375.234,44134,6386.0,KMT,3540,55242.0
EVERSOURCE ENERGY,2019,10.440000965595043,8526.47,44206,7970.0,ES,4931,72741.0
P & F INDUSTRIES  -CL A,2019,7.34768423560106,58.674,44230,8229.0,PFIN,3540,75340.0
TELEFLEX INC,2019,10.24123923410086,2595.362,44329,10407.0,TFX,3841,96943.0
AVERY DENNISON CORP,2019,10.03837625659168,7070.1,44601,1913.0,AVY,2670,8818.0
AUTOMATIC DATA PROCESSING,2019,10.867007021326728,14175.2,44644,1891.0,ADP,7374,8670.0
INTERFACE INC,2019,8.986378201630012,1343.029,44768,6034.0,TILE,2273,715787.0
CEL-SCI CORP,2019,8.517615007639295,0.463,44813,12711.0,CVM,2836,725363.0
DIODES INC,2019,9.460377367936166,1249.13,44943,3969.0,DIOD,3674,29002.0
VALHI INC,2019,8.802342260034814,1897.5,45225,12578.0,VHI,2810,59255.0
INTERDIGITAL INC,2019,9.223469329550966,324.424,45306,6100.0,IDCC,6794,1405495.0
INVACARE CORP,2019,8.482217417785515,927.964,45728,6158.0,IVC,3842,742112.0
MARSH & MCLENNAN COS,2019,10.749929942082376,16652.0,45751,7065.0,MMC,6411,62709.0
SKYWORKS SOLUTIONS INC,2019,10.314078834659483,3376.8,45911,1327.0,SWKS,3674,4127.0
WATSCO INC,2019,8.995870875977243,4770.362,46068,11313.0,WSO,5070,105016.0
SAFEGUARD SCIENTIFICS INC,2019,8.355417227324795,0.0,46340,9355.0,SFE,6799,86115.0
GRIFFON CORP,2019,8.979393553450237,2209.289,46463,5987.0,GFF,3420,50725.0
CLOROX CO/DE,2019,10.284875615219775,6214.0,46578,3121.0,CLX,2842,21076.0
GENUINE PARTS CO,2019,10.188491872619531,19392.305,46674,5125.0,GPC,5013,40987.0
CABOT CORP,2019,9.432583632857504,3337.0,46690,2593.0,CBT,2890,16040.0
GEE GROUP INC,2019,6.708004253577255,151.674,46834,5050.0,JOB,7361,40570.0
KLA CORP,2019,10.44631633416933,4568.904,46886,6304.0,KLAC,3827,319201.0
RITE AID CORP,2019,8.928864846949546,21928.393,46922,9155.0,RAD,5912,84129.0
PRIMEENERGY RESOURCES CORP,2019,8.480536861466419,104.74,46923,6311.0,PNRG,1311,56868.0
KAMAN CORP,2019,9.264013898956756,761.608,47002,6326.0,KAMN,3720,54381.0
KELLY SERVICES INC  -CL A,2019,8.905173935561825,5355.6,47379,6379.0,KELYA,7363,55135.0
NEW YORK TIMES CO  -CL A,2019,9.7255531056835,1812.184,47466,7866.0,NYT,2711,71691.0
ENNIS INC,2019,8.75214832406495,438.412,47511,4390.0,EBF,2761,33002.0
KEWAUNEE SCIENTIFIC CORP,2019,7.568054978168689,147.54,47571,6410.0,KEQU,3821,55529.0
KEY TRONIC CORP,2019,7.7674111710285505,464.044,47619,6416.0,KTCC,3670,719733.0
CNA FINANCIAL CORP,2019,10.085109584962296,10587.0,47626,2558.0,CNA,6331,21175.0
FEDERAL SIGNAL CORP,2019,9.290342517196748,1221.3,47706,4608.0,FSS,3711,277509.0
KIMBALL INTERNATIONAL  -CL B,2019,8.879805322441198,768.07,47715,6433.0,KBAL,2520,55772.0
HALLADOR ENERGY CO,2019,7.955915659034192,317.436,47723,19129.0,HNRG,1220,788965.0
ABM INDUSTRIES INC,2019,9.398729248440064,6498.6,47730,1410.0,ABM,7340,771497.0
SUPERIOR GROUP OF COS INC,2019,8.314261532491455,376.701,47861,10198.0,SGC,2300,95574.0
JPMORGAN CHASE & CO,2019,11.64070595750556,142422.0,47896,2968.0,JPM,6020,19617.0
TEGNA INC,2019,9.558723897738666,2299.497,47941,4988.0,TGNA,4833,39899.0
KOSS CORP,2019,7.05704578369369,21.842,48072,6497.0,KOSS,3651,56701.0
KULICKE & SOFFA INDUSTRIES,2019,9.239103589420578,540.052,48144,6509.0,KLIC,3559,56978.0
LA-Z-BOY INC,2019,9.16439355857352,1703.982,48347,6543.0,LZB,2510,57131.0
LAM RESEARCH CORP,2019,10.619676390471431,9653.559,48486,6565.0,LRCX,3559,707549.0
DUN & BRADSTREET HOLDNGS INC,2019,10.651500997981437,1413.9,48506,4094.0,DNB,7323,1799208.0
MOODY'S CORP,2019,10.651500997981437,4829.0,48506,139665.0,MCO,7323,1059556.0
LANCASTER COLONY CORP,2019,9.643897735934477,1307.787,48523,6573.0,LANC,2030,57515.0
HUMANA INC,2019,10.686070927189643,64888.0,48653,27914.0,HUM,6324,49071.0
UNION PACIFIC CORP,2019,11.098658990075888,21708.0,48725,10867.0,UNP,4011,100885.0
LAWSON PRODUCTS,2019,8.673198276972848,370.785,48961,6617.0,LAWS,5072,703604.0
LINCOLN NATIONAL CORP,2019,10.068316216270984,17236.0,49015,6742.0,LNC,6311,59558.0
SIFCO INDUSTRIES,2019,7.357998653125091,112.454,49138,9698.0,SIF,3724,90168.0
TARGET CORP,2019,10.812704550032436,78112.0,49154,3813.0,TGT,5331,27419.0
AMERICAN REALTY INVESTORS,2019,8.437795907771042,73.925,49322,1545.0,ARL,6513,1102238.0
DILLARDS INC  -CL A,2019,9.181950628342374,6343.211,49429,3964.0,DDS,5311,28917.0
LSB INDUSTRIES INC,2019,8.082370259247442,365.07,49488,6528.0,LXU,2810,60714.0
BANK OF NEW YORK MELLON CORP,2019,10.666651577347196,20007.0,49656,2019.0,BK,6020,1390777.0
DANAHER CORP,2019,11.042346169135143,17911.1,49680,3735.0,DHR,3826,313616.0
RANGE RESOURCES CORP,2019,9.086153652053165,2826.478,50017,6788.0,RRC,1311,315852.0
SERVOTRONICS INC,2019,7.398622877328502,55.272,50243,9619.0,SVT,3621,89140.0
LEE ENTERPRISES INC,2019,7.912786219609583,509.854,50286,6639.0,LEE,2711,58361.0
TUTOR PERINI CORP,2019,8.8106275999967,4450.832,50550,8486.0,TPC,1540,77543.0
TIDEWATER INC,2019,8.878736408023821,486.549,50606,10565.0,TDW,4400,98222.0
MGE ENERGY INC,2019,9.436565218421404,568.855,50789,6932.0,MGEE,4931,1161728.0
LILLY (ELI) & CO,2019,11.101024966951693,22319.5,50876,6730.0,LLY,2834,59478.0
SEMTECH CORP,2019,9.54461533229878,547.512,50948,9599.0,SMTC,3674,88941.0
WINNEBAGO INDUSTRIES,2019,9.251484036788824,1985.674,51086,11537.0,WGO,3790,107687.0
MANITOWOC CO,2019,8.791415181087253,1834.1,51263,6994.0,MTW,3530,61986.0
TERADYNE INC,2019,10.054900111043132,2294.965,51369,10453.0,TER,3825,97210.0
MARCUS CORP,2019,8.863518403288808,820.863,51423,7022.0,MCS,7830,62234.0
SERVICE CORP INTERNATIONAL,2019,9.924976775977152,3230.785,51625,9611.0,SCI,7200,89089.0
MAUI LAND & PINEAPPLE CO,2019,8.336889812594036,10.045,51925,7117.0,MLP,6552,63330.0
SYSCO CORP,2019,10.639932682634296,60113.922,52038,10247.0,SYY,5140,96021.0
MCCORMICK & CO INC,2019,10.321671657897454,5347.4,52090,7146.0,MKC,2090,63754.0
ROBERT HALF INTL INC,2019,9.870636626513043,6074.432,52230,2312.0,RHI,7363,315213.0
GENCOR INDUSTRIES INC,2019,8.15616311188809,81.329,52250,7185.0,GENC,3567,64472.0
JACOBS ENGINEERING GROUP INC,2019,10.078085358121772,12737.868,52329,6216.0,J,1600,52988.0
TENET HEALTHCARE CORP,2019,9.59672097282766,18479.0,52337,7750.0,THC,8062,70318.0
SUPERIOR INDUSTRIES INTL,2019,7.967184289549508,1372.487,52396,10195.0,SUP,3714,95552.0
EQUIFAX INC,2019,10.229583301314277,3527.6,52476,4423.0,EFX,7323,33185.0
GRAINGER (W W) INC,2019,10.260899046127715,11486.0,52695,5256.0,GWW,5000,277135.0
LENNAR CORP,2019,10.193529778364445,22259.561,52708,6669.0,LEN,1531,920760.0
ESSENTIAL UTILITIES INC,2019,10.005677029698797,889.692,52898,8542.0,WTRG,4941,78128.0
MERCURY GENERAL CORP,2019,9.430953266484677,3983.018,52936,17035.0,MCY,6331,64996.0
HASBRO INC,2019,10.159991098004426,4720.227,52978,5518.0,HAS,3944,46080.0
INTERPUBLIC GROUP OF COS,2019,9.952143625237552,10221.3,53065,6136.0,IPG,7311,51644.0
MESA LABORATORIES INC,2019,9.037377868699371,117.687,53074,7275.0,MLAB,3823,724004.0
BADGER METER INC,2019,9.276502527137486,424.625,53110,1968.0,BMI,3824,9092.0
METHODE ELECTRONICS INC,2019,9.164213279072694,1023.9,53197,7291.0,MEI,3678,65270.0
GRAHAM HOLDINGS CO,2019,9.443983311792516,2932.099,53225,11300.0,GHC,8200,104889.0
SIEBERT FINANCIAL CORP,2019,8.37089789975196,28.593,53373,7315.0,SIEB,6211,65596.0
GORMAN-RUPP CO,2019,8.991220536186734,398.179,53604,5237.0,GRC,3561,42682.0
MICRON TECHNOLOGY INC,2019,10.776285600115322,23406.0,53613,7343.0,MU,3674,723125.0
MIDDLESEX WATER CO,2019,9.044699071776105,134.598,53859,7368.0,MSEX,4941,66004.0
MILLER (HERMAN) INC,2019,9.391018736047211,2486.6,54114,7401.0,MLHR,2520,66382.0
PULTEGROUP INC,2019,10.021801016468611,10212.957,54148,8823.0,PHM,1531,822416.0
SJW GROUP,2019,9.305799055331033,420.482,54199,9324.0,SJW,4941,766829.0
FLANIGANS ENTERPRISES INC,2019,7.614455044727147,116.202,54244,4759.0,BDL,5812,12040.0
MSA SAFETY INC,2019,9.689746812052302,1401.981,54253,7420.0,MSA,3842,66570.0
AAR CORP,2019,9.197176149455014,2089.3,54594,1004.0,AIR,5080,1750.0
MODINE MANUFACTURING CO,2019,8.592328789387146,1975.5,54704,7486.0,MOD,3714,67347.0
TRINITY INDUSTRIES,2019,9.43416519780563,3005.1,55001,10735.0,TRN,3743,99780.0
SPX CORP,2019,9.35142862379565,1525.4,55212,5087.0,SPXC,3585,88205.0
PNM RESOURCES INC,2019,9.606301200280866,1457.603,55511,8807.0,PNM,4911,1108426.0
MATERION CORP,2019,9.083845888520552,1185.424,55597,2448.0,MTRN,3330,1104657.0
INTERGROUP CORP,2019,7.934976877103747,74.753,55678,7632.0,INTG,7011,69422.0
BIOMERICA INC,2019,7.474062105899166,6.693,55862,7662.0,BMRA,2835,73290.0
WALMART INC,2019,11.527848767503563,521426.0,55976,11259.0,WMT,5331,104169.0
NAPCO SECURITY TECH INC,2019,8.734854548845837,102.932,55993,7685.0,NSSC,3669,69633.0
LOUISIANA-PACIFIC CORP,2019,9.54218166037901,2310.0,56223,6821.0,LPX,2400,60519.0
CONAGRA BRANDS INC,2019,10.221754053367778,11054.4,56274,3362.0,CAG,2000,23217.0
ILLINOIS TOOL WORKS,2019,10.761432849797544,14109.0,56573,5878.0,ITW,3560,49826.0
NATIONAL WESTERN LIFE GROUP,2019,8.999767016701078,819.188,56822,17073.0,NWLI,6311,1635984.0
NATURES SUNSHINE PRODS INC,2019,8.23887699427691,362.215,56945,7799.0,NATR,2834,275053.0
TEJON RANCH CO,2019,8.619367830720314,49.523,57007,10390.0,TRC,100,96869.0
GLATFELTER,2019,8.907588321218068,927.673,57154,5179.0,GLT,2621,41719.0
BALL CORP,2019,10.325423234595252,11474.0,57568,1988.0,BLL,3411,9389.0
NIKE INC  -CL B,2019,11.10118011699513,37403.0,57665,7906.0,NKE,3021,320187.0
VISHAY INTERTECHNOLOGY INC,2019,9.44989304420809,2668.305,57808,11191.0,VSH,3670,103730.0
